scenario,period,variable,shock,value
+ Smoothing (ρ_i=0.7),0,i,ε_att,-0.00656922060005808
+ Smoothing (ρ_i=0.7),1,i,ε_att,-0.008446521757281389
+ Smoothing (ρ_i=0.7),2,i,ε_att,-0.008307387327098367
+ Smoothing (ρ_i=0.7),3,i,ε_att,-0.007398939440733935
+ Smoothing (ρ_i=0.7),4,i,ε_att,-0.006284952449089097
+ Smoothing (ρ_i=0.7),5,i,ε_att,-0.005205657895265598
+ Smoothing (ρ_i=0.7),6,i,ε_att,-0.004250846076417684
+ Smoothing (ρ_i=0.7),7,i,ε_att,-0.0034426086079700586
+ Smoothing (ρ_i=0.7),8,i,ε_att,-0.0027744561666953054
+ Smoothing (ρ_i=0.7),9,i,ε_att,-0.002229459765125313
+ Smoothing (ρ_i=0.7),10,i,ε_att,-0.001788374447101763
+ Smoothing (ρ_i=0.7),11,i,ε_att,-0.0014330344877314584
+ Smoothing (ρ_i=0.7),12,i,ε_att,-0.001147561834482248
+ Smoothing (ρ_i=0.7),13,i,ε_att,-0.0009186004520255398
+ Smoothing (ρ_i=0.7),14,i,ε_att,-0.0007351480145886843
+ Smoothing (ρ_i=0.7),15,i,ε_att,-0.0005882484300639315
+ Smoothing (ρ_i=0.7),0,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),1,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),2,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),3,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),4,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),5,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),6,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),7,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),8,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),9,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),10,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),11,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),12,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),13,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),14,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),15,rn,ε_att,0.0
+ Smoothing (ρ_i=0.7),0,ygap,ε_att,-0.565723836220359
+ Smoothing (ρ_i=0.7),1,ygap,ε_att,-0.44561269410648985
+ Smoothing (ρ_i=0.7),2,ygap,ε_att,-0.3531060834723188
+ Smoothing (ρ_i=0.7),3,ygap,ε_att,-0.28084097849324213
+ Smoothing (ρ_i=0.7),4,ygap,ε_att,-0.22387422743237945
+ Smoothing (ρ_i=0.7),5,ygap,ε_att,-0.17871146588585865
+ Smoothing (ρ_i=0.7),6,ygap,ε_att,-0.14278073383924708
+ Smoothing (ρ_i=0.7),7,ygap,ε_att,-0.1141330486919048
+ Smoothing (ρ_i=0.7),8,ygap,ε_att,-0.09126197214609134
+ Smoothing (ρ_i=0.7),9,ygap,ε_att,-0.07298797697438458
+ Smoothing (ρ_i=0.7),10,ygap,ε_att,-0.05837988853755132
+ Smoothing (ρ_i=0.7),11,ygap,ε_att,-0.04669881360111218
+ Smoothing (ρ_i=0.7),12,ygap,ε_att,-0.03735657478836467
+ Smoothing (ρ_i=0.7),13,ygap,ε_att,-0.029884057013577124
+ Smoothing (ρ_i=0.7),14,ygap,ε_att,-0.023906661315647955
+ Smoothing (ρ_i=0.7),15,ygap,ε_att,-0.01912504521809943
+ Smoothing (ρ_i=0.7),0,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),1,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),2,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),3,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),4,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),5,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),6,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),7,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),8,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),9,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),10,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),11,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),12,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),13,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),14,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),15,ν,ε_att,0.0
+ Smoothing (ρ_i=0.7),0,π,ε_att,-0.15935698926000955
+ Smoothing (ρ_i=0.7),1,π,ε_att,-0.12668036271392727
+ Smoothing (ρ_i=0.7),2,π,ε_att,-0.10095313239145244
+ Smoothing (ρ_i=0.7),3,π,ε_att,-0.0805724923061751
+ Smoothing (ρ_i=0.7),4,π,ε_att,-0.06436569050159656
+ Smoothing (ρ_i=0.7),5,π,ε_att,-0.051447713995609906
+ Smoothing (ρ_i=0.7),6,π,ε_att,-0.041136389941877176
+ Smoothing (ρ_i=0.7),7,π,ε_att,-0.03289853122375995
+ Smoothing (ρ_i=0.7),8,π,ε_att,-0.02631368515378351
+ Smoothing (ρ_i=0.7),9,π,ε_att,-0.021048451338402056
+ Smoothing (ρ_i=0.7),10,π,ε_att,-0.016837548201958572
+ Smoothing (ρ_i=0.7),11,π,ε_att,-0.013469449383540905
+ Smoothing (ρ_i=0.7),12,π,ε_att,-0.010775273300478968
+ Smoothing (ρ_i=0.7),13,π,ε_att,-0.008620079609269788
+ Smoothing (ρ_i=0.7),14,π,ε_att,-0.00689599614995471
+ Smoothing (ρ_i=0.7),15,π,ε_att,-0.005516764112137207
All three (SW posterior),0,attack,ε_rn,0.0
All three (SW posterior),1,attack,ε_rn,0.0
All three (SW posterior),2,attack,ε_rn,0.0
All three (SW posterior),3,attack,ε_rn,0.0
All three (SW posterior),4,attack,ε_rn,0.0
All three (SW posterior),5,attack,ε_rn,0.0
All three (SW posterior),6,attack,ε_rn,0.0
All three (SW posterior),7,attack,ε_rn,0.0
All three (SW posterior),8,attack,ε_rn,0.0
All three (SW posterior),9,attack,ε_rn,0.0
All three (SW posterior),10,attack,ε_rn,0.0
All three (SW posterior),11,attack,ε_rn,0.0
All three (SW posterior),12,attack,ε_rn,0.0
All three (SW posterior),13,attack,ε_rn,0.0
All three (SW posterior),14,attack,ε_rn,0.0
All three (SW posterior),15,attack,ε_rn,0.0
All three (SW posterior),0,i,ε_rn,0.08948917186717675
All three (SW posterior),1,i,ε_rn,0.1740799240989027
All three (SW posterior),2,i,ε_rn,0.2208778804609656
All three (SW posterior),3,i,ε_rn,0.2293032536254336
All three (SW posterior),4,i,ε_rn,0.21120910177843288
All three (SW posterior),5,i,ε_rn,0.17988728791826156
All three (SW posterior),6,i,ε_rn,0.14543236365364884
All three (SW posterior),7,i,ε_rn,0.11380137994998166
All three (SW posterior),8,i,ε_rn,0.08756177394164409
All three (SW posterior),9,i,ε_rn,0.06710154929779384
All three (SW posterior),10,i,ε_rn,0.051701630791942094
All three (SW posterior),11,i,ε_rn,0.040271312436139385
All three (SW posterior),12,i,ε_rn,0.03175652876153796
All three (SW posterior),13,i,ε_rn,0.025310018058271183
All three (SW posterior),14,i,ε_rn,0.02032048860702328
All three (SW posterior),15,i,ε_rn,0.016375900124684453
All three (SW posterior),0,rn,ε_rn,0.4
All three (SW posterior),1,rn,ε_rn,0.32000000000000006
All three (SW posterior),2,rn,ε_rn,0.25600000000000006
All three (SW posterior),3,rn,ε_rn,0.20480000000000007
All three (SW posterior),4,rn,ε_rn,0.16384000000000007
All three (SW posterior),5,rn,ε_rn,0.13107200000000005
All three (SW posterior),6,rn,ε_rn,0.10485760000000005
All three (SW posterior),7,rn,ε_rn,0.08388608000000004
All three (SW posterior),8,rn,ε_rn,0.06710886400000003
All three (SW posterior),9,rn,ε_rn,0.05368709120000003
All three (SW posterior),10,rn,ε_rn,0.042949672960000025
All three (SW posterior),11,rn,ε_rn,0.03435973836800002
All three (SW posterior),12,rn,ε_rn,0.027487790694400018
All three (SW posterior),13,rn,ε_rn,0.021990232555520017
All three (SW posterior),14,rn,ε_rn,0.017592186044416015
All three (SW posterior),15,rn,ε_rn,0.014073748835532814
All three (SW posterior),0,ygap,ε_rn,0.2622114083860461
All three (SW posterior),1,ygap,ε_rn,0.3092383073576061
All three (SW posterior),2,ygap,ε_rn,0.2581849905254218
All three (SW posterior),3,ygap,ε_rn,0.18013171260667835
All three (SW posterior),4,ygap,ε_rn,0.1100527903601129
All three (SW posterior),5,ygap,ε_rn,0.05983073800608278
All three (SW posterior),6,ygap,ε_rn,0.02923597739981066
All three (SW posterior),7,ygap,ε_rn,0.013325470899884943
All three (SW posterior),8,ygap,ε_rn,0.0065505566857334595
All three (SW posterior),9,ygap,ε_rn,0.004524205213954026
All three (SW posterior),10,ygap,ε_rn,0.004418221211913661
All three (SW posterior),11,ygap,ε_rn,0.0047216731543126625
All three (SW posterior),12,ygap,ε_rn,0.004810912996600188
All three (SW posterior),13,ygap,ε_rn,0.004555967062458986
All three (SW posterior),14,ygap,ε_rn,0.004041988794699847
All three (SW posterior),15,ygap,ε_rn,0.003407025232820574
All three (SW posterior),0,ν,ε_rn,0.0
All three (SW posterior),1,ν,ε_rn,0.0
All three (SW posterior),2,ν,ε_rn,0.0
All three (SW posterior),3,ν,ε_rn,0.0
All three (SW posterior),4,ν,ε_rn,0.0
All three (SW posterior),5,ν,ε_rn,0.0
All three (SW posterior),6,ν,ε_rn,0.0
All three (SW posterior),7,ν,ε_rn,0.0
All three (SW posterior),8,ν,ε_rn,0.0
All three (SW posterior),9,ν,ε_rn,0.0
All three (SW posterior),10,ν,ε_rn,0.0
All three (SW posterior),11,ν,ε_rn,0.0
All three (SW posterior),12,ν,ε_rn,0.0
All three (SW posterior),13,ν,ε_rn,0.0
All three (SW posterior),14,ν,ε_rn,0.0
All three (SW posterior),15,ν,ε_rn,0.0
All three (SW posterior),0,π,ε_rn,0.11146102357615517
All three (SW posterior),1,π,ε_rn,0.14455946152941784
All three (SW posterior),2,π,ε_rn,0.13398707780648975
All three (SW posterior),3,π,ε_rn,0.10593106758167971
All three (SW posterior),4,π,ε_rn,0.07597534597024971
All three (SW posterior),5,π,ε_rn,0.0512584577165468
All three (SW posterior),6,π,ε_rn,0.033613034446431274
All three (SW posterior),7,π,ε_rn,0.02222201057209931
All three (SW posterior),8,π,ε_rn,0.015373832163993071
All three (SW posterior),9,π,ε_rn,0.011399281681221906
All three (SW posterior),10,π,ε_rn,0.009039584670442961
All three (SW posterior),11,π,ε_rn,0.007493155352517793
All three (SW posterior),12,π,ε_rn,0.006322162459445224
All three (SW posterior),13,π,ε_rn,0.00532678414627947
All three (SW posterior),14,π,ε_rn,0.004438172548952144
All three (SW posterior),15,π,ε_rn,0.003645565144100144
All three (SW posterior),0,attack,ε_ν,0.0
All three (SW posterior),1,attack,ε_ν,0.0
All three (SW posterior),2,attack,ε_ν,0.0
All three (SW posterior),3,attack,ε_ν,0.0
All three (SW posterior),4,attack,ε_ν,0.0
All three (SW posterior),5,attack,ε_ν,0.0
All three (SW posterior),6,attack,ε_ν,0.0
All three (SW posterior),7,attack,ε_ν,0.0
All three (SW posterior),8,attack,ε_ν,0.0
All three (SW posterior),9,attack,ε_ν,0.0
All three (SW posterior),10,attack,ε_ν,0.0
All three (SW posterior),11,attack,ε_ν,0.0
All three (SW posterior),12,attack,ε_ν,0.0
All three (SW posterior),13,attack,ε_ν,0.0
All three (SW posterior),14,attack,ε_ν,0.0
All three (SW posterior),15,attack,ε_ν,0.0
All three (SW posterior),0,i,ε_ν,0.02788692312085426
All three (SW posterior),1,i,ε_ν,0.02384902934691768
All three (SW posterior),2,i,ε_ν,0.011751564742769246
All three (SW posterior),3,i,ε_ν,0.0014916154180436012
All three (SW posterior),4,i,ε_ν,-0.0043510074256637886
All three (SW posterior),5,i,ε_ν,-0.006357263938845963
All three (SW posterior),6,i,ε_ν,-0.005997362672871825
All three (SW posterior),7,i,ε_ν,-0.004601565315911416
All three (SW posterior),8,i,ε_ν,-0.0030412687794351034
All three (SW posterior),9,i,ε_ν,-0.0017487427276815196
All three (SW posterior),10,i,ε_ν,-0.0008527862834751932
All three (SW posterior),11,i,ε_ν,-0.00031845690839298497
All three (SW posterior),12,i,ε_ν,-4.8828126295431945e-5
All three (SW posterior),13,i,ε_ν,5.636854703956737e-5
All three (SW posterior),14,i,ε_ν,7.526429989873812e-5
All three (SW posterior),15,i,ε_ν,5.860557923807399e-5
All three (SW posterior),0,rn,ε_ν,0.0
All three (SW posterior),1,rn,ε_ν,2.0879591947404987e-18
All three (SW posterior),2,rn,ε_ν,2.9231428726366986e-18
All three (SW posterior),3,rn,ε_ν,3.090179608215939e-18
All three (SW posterior),4,rn,ε_ν,2.9231428726366994e-18
All three (SW posterior),5,rn,ε_ν,2.6091138097477288e-18
All three (SW posterior),6,rn,ε_ν,2.249650754781205e-18
All three (SW posterior),7,rn,ε_ν,1.897136428014777e-18
All three (SW posterior),8,rn,ε_ν,1.5761586369257092e-18
All three (SW posterior),9,rn,ε_ν,1.2959966062489001e-18
All three (SW posterior),10,rn,ε_ν,1.0578391030241198e-18
All three (SW posterior),11,rn,ε_ν,8.588963732342956e-19
All three (SW posterior),12,rn,ε_ν,6.946921530764363e-19
All three (SW posterior),13,rn,ε_ν,5.60298755154549e-19
All three (SW posterior),14,rn,ε_ν,4.509660237396791e-19
All three (SW posterior),15,rn,ε_ν,3.624090307613673e-19
All three (SW posterior),0,ygap,ε_ν,-0.046292180145279305
All three (SW posterior),1,ygap,ε_ν,-0.06135120528029441
All three (SW posterior),2,ygap,ε_ν,-0.05626960393038619
All three (SW posterior),3,ygap,ε_ν,-0.04246373366076636
All three (SW posterior),4,ygap,ε_ν,-0.027630423371581298
All three (SW posterior),5,ygap,ε_ν,-0.015568780632885186
All three (SW posterior),6,ygap,ε_ν,-0.007335123652220653
All three (SW posterior),7,ygap,ε_ν,-0.0025133595603884385
All three (SW posterior),8,ygap,ε_ν,-0.00014954902075692766
All three (SW posterior),9,ygap,ε_ν,0.0007129314717102577
All three (SW posterior),10,ygap,ε_ν,0.0008065419728128721
All three (SW posterior),11,ygap,ε_ν,0.0005993446984989378
All three (SW posterior),12,ygap,ε_ν,0.00034223540480168494
All three (SW posterior),13,ygap,ε_ν,0.0001404745034171094
All three (SW posterior),14,ygap,ε_ν,1.7545342008758515e-5
All three (SW posterior),15,ygap,ε_ν,-3.9741419640174766e-5
All three (SW posterior),0,ν,ε_ν,0.3
All three (SW posterior),1,ν,ε_ν,0.18000000000000005
All three (SW posterior),2,ν,ε_ν,0.10800000000000007
All three (SW posterior),3,ν,ε_ν,0.06480000000000007
All three (SW posterior),4,ν,ε_ν,0.03888000000000005
All three (SW posterior),5,ν,ε_ν,0.02332800000000004
All three (SW posterior),6,ν,ε_ν,0.013996800000000028
All three (SW posterior),7,ν,ε_ν,0.00839808000000002
All three (SW posterior),8,ν,ε_ν,0.005038848000000013
All three (SW posterior),9,ν,ε_ν,0.003023308800000009
All three (SW posterior),10,ν,ε_ν,0.001813985280000006
All three (SW posterior),11,ν,ε_ν,0.0010883911680000039
All three (SW posterior),12,ν,ε_ν,0.0006530347008000025
All three (SW posterior),13,ν,ε_ν,0.0003918208204800016
All three (SW posterior),14,ν,ε_ν,0.00023509249228800106
All three (SW posterior),15,ν,ε_ν,0.00014105549537280068
All three (SW posterior),0,π,ε_ν,-0.02259833301634188
All three (SW posterior),1,π,ε_ν,-0.029931413434747034
All three (SW posterior),2,π,ε_ν,-0.028227367134478258
All three (SW posterior),3,π,ε_ν,-0.022410933006177615
All three (SW posterior),4,π,ε_ν,-0.015739054916793598
All three (SW posterior),5,π,ε_ν,-0.009945425879885634
All three (SW posterior),6,π,ε_ν,-0.005658954150770121
All three (SW posterior),7,π,ε_ν,-0.0028580433574286056
All three (SW posterior),8,π,ε_ν,-0.0012301509004079398
All three (SW posterior),9,π,ε_ν,-0.00040064582851885854
All three (SW posterior),10,π,ε_ν,-4.832324893346794e-5
All three (SW posterior),11,π,ε_ν,5.629580014402041e-5
All three (SW posterior),12,π,ε_ν,5.5113763865343224e-5
All three (SW posterior),13,π,ε_ν,2.3786526359562363e-5
All three (SW posterior),14,π,ε_ν,-4.643018163273363e-6
All three (SW posterior),15,π,ε_ν,-2.0614537890970235e-5
All three (SW posterior),0,attack,ε_att,1.0
All three (SW posterior),1,attack,ε_att,0.7999999999999999
All three (SW posterior),2,attack,ε_att,0.6399999999999999
All three (SW posterior),3,attack,ε_att,0.5119999999999999
All three (SW posterior),4,attack,ε_att,0.4095999999999999
All three (SW posterior),5,attack,ε_att,0.3276799999999999
All three (SW posterior),6,attack,ε_att,0.26214399999999993
All three (SW posterior),7,attack,ε_att,0.20971519999999993
All three (SW posterior),8,attack,ε_att,0.16777215999999992
All three (SW posterior),9,attack,ε_att,0.13421772799999993
All three (SW posterior),10,attack,ε_att,0.10737418239999993
All three (SW posterior),11,attack,ε_att,0.08589934591999994
All three (SW posterior),12,attack,ε_att,0.06871947673599994
All three (SW posterior),13,attack,ε_att,0.05497558138879995
All three (SW posterior),14,attack,ε_att,0.04398046511103996
All three (SW posterior),15,attack,ε_att,0.03518437208883196
All three (SW posterior),0,i,ε_att,0.04786478335654651
All three (SW posterior),1,i,ε_att,0.013577825402683008
All three (SW posterior),2,i,ε_att,-0.03374573786843127
All three (SW posterior),3,i,ε_att,-0.06695211391814597
All three (SW posterior),4,i,ε_att,-0.08098180162578082
All three (SW posterior),5,i,ε_att,-0.08004618750599721
All three (SW posterior),6,i,ε_att,-0.07052141620355136
All three (SW posterior),7,i,ε_att,-0.057757079720235416
All three (SW posterior),8,i,ε_att,-0.045169238084694606
All three (SW posterior),9,i,ε_att,-0.03442808247615019
All three (SW posterior),10,i,ε_att,-0.026009149164285355
All three (SW posterior),11,i,ε_att,-0.019735871452839195
All three (SW posterior),12,i,ε_att,-0.015173658948606304
All three (SW posterior),13,i,ε_att,-0.01186090272942542
All three (SW posterior),14,i,ε_att,-0.00941425270855424
All three (SW posterior),15,i,ε_att,-0.007555821074028421
All three (SW posterior),0,rn,ε_att,0.0
All three (SW posterior),1,rn,ε_att,-6.945600874876694e-18
All three (SW posterior),2,rn,ε_att,-1.1112961399802711e-17
All three (SW posterior),3,rn,ε_att,-1.3335553679763252e-17
All three (SW posterior),4,rn,ε_att,-1.422459059174747e-17
All three (SW posterior),5,rn,ε_att,-1.422459059174747e-17
All three (SW posterior),6,rn,ε_att,-1.365560696807757e-17
All three (SW posterior),7,rn,ε_att,-1.2745233170205732e-17
All three (SW posterior),8,rn,ε_att,-1.1652784612759526e-17
All three (SW posterior),9,rn,ε_att,-1.0487506151483574e-17
All three (SW posterior),10,rn,ε_att,-9.322227690207622e-18
All three (SW posterior),11,rn,ε_att,-8.203560367382707e-18
All three (SW posterior),12,rn,ε_att,-7.159470866079453e-18
All three (SW posterior),13,rn,ε_att,-6.204874750602193e-18
All three (SW posterior),14,rn,ε_att,-5.345738246672659e-18
All three (SW posterior),15,rn,ε_att,-4.58206135429085e-18
All three (SW posterior),0,ygap,ε_att,-0.22646730473878898
All three (SW posterior),1,ygap,ε_att,-0.3081666308344936
All three (SW posterior),2,ygap,ε_att,-0.2982770382005283
All three (SW posterior),3,ygap,ε_att,-0.2459903479005027
All three (SW posterior),4,ygap,ε_att,-0.1841908343820844
All three (SW posterior),5,ygap,ε_att,-0.12987233092032438
All three (SW posterior),6,ygap,ε_att,-0.08887716086961764
All three (SW posterior),7,ygap,ε_att,-0.060856356788913275
All three (SW posterior),8,ygap,ε_att,-0.042924644809041755
All three (SW posterior),9,ygap,ε_att,-0.03180929759699709
All three (SW posterior),10,ygap,ε_att,-0.024829518626767442
All three (SW posterior),11,ygap,ε_att,-0.02015204312555478
All three (SW posterior),12,ygap,ε_att,-0.016689916388013044
All three (SW posterior),13,ygap,ε_att,-0.013883043970927815
All three (SW posterior),14,ygap,ε_att,-0.01148597450524534
All three (SW posterior),15,ygap,ε_att,-0.009411075960285592
All three (SW posterior),0,ν,ε_att,0.0
All three (SW posterior),1,ν,ε_att,5.2756959215569935e-18
All three (SW posterior),2,ν,ε_att,7.385974290179792e-18
All three (SW posterior),3,ν,ε_att,7.808029963904352e-18
All three (SW posterior),4,ν,ε_att,7.385974290179793e-18
All three (SW posterior),5,ν,ε_att,6.592509623577622e-18
All three (SW posterior),6,ν,ε_att,5.6842458137223695e-18
All three (SW posterior),7,ν,ε_att,4.793539519894059e-18
All three (SW posterior),8,ν,ε_att,3.982517337264945e-18
All three (SW posterior),9,ν,ε_att,3.2746253026217747e-18
All three (SW posterior),10,ν,ε_att,2.6728671017833108e-18
All three (SW posterior),11,ν,ε_att,2.1701937972381833e-18
All three (SW posterior),12,ν,ε_att,1.7552951072774675e-18
All three (SW posterior),13,ν,ε_att,1.4157201275141266e-18
All three (SW posterior),14,ν,ε_att,1.1394665270265926e-18
All three (SW posterior),15,ν,ε_att,9.15707476630449e-19
All three (SW posterior),0,π,ε_att,-0.151478046516967
All three (SW posterior),1,π,ε_att,-0.20822784071494574
All three (SW posterior),2,π,ε_att,-0.21001924426717813
All three (SW posterior),3,π,ε_att,-0.18495898938926372
All three (SW posterior),4,π,ε_att,-0.15094821494614657
All three (SW posterior),5,π,ε_att,-0.11784461495533767
All three (SW posterior),6,π,ε_att,-0.08995357959757921
All three (SW posterior),7,π,ε_att,-0.06826869968758321
All three (SW posterior),8,π,ε_att,-0.05214757679816341
All three (SW posterior),9,π,ε_att,-0.040379734171809734
All three (SW posterior),10,π,ε_att,-0.03175820221547798
All three (SW posterior),11,π,ε_att,-0.025314583237791594
All three (SW posterior),12,π,ε_att,-0.020362184408481997
All three (SW posterior),13,π,ε_att,-0.016451604617959616
All three (SW posterior),14,π,ε_att,-0.013301765308501416
All three (SW posterior),15,π,ε_att,-0.010737419105160908
