regime,K_gain,A,ρ_att,raw_payoff_bp,p_det,expected_utility_bp
Naive Fed (K=1.00),1.0,1.2,0.8,88.75927080357421,0.6314326956772247,32.71376517372856
Naive Fed (K=1.00),1.0,1.2,0.85,148.18801961001398,0.6537226329722687,51.31415725560945
Naive Fed (K=1.00),1.0,1.2,0.9,250.44390660630444,0.6746645361395165,81.47828452679366
Naive Fed (K=1.00),1.0,1.2,0.95,439.4814404894907,0.6943399305769828,134.3319276101453
Naive Fed (K=1.00),1.0,1.3,0.0,-15.78383402516322,0.0,-15.78383402516322
Naive Fed (K=1.00),1.0,1.3,0.05,-15.848447002510307,0.07059777744448148,-14.729581868186424
Naive Fed (K=1.00),1.0,1.3,0.1,-15.839123555376245,0.13621150870886234,-13.681652639272368
Naive Fed (K=1.00),1.0,1.3,0.15,-15.729663966431747,0.1971930563761385,-12.627883453121457
Naive Fed (K=1.00),1.0,1.3,0.2,-15.484325099022243,0.25386944231298014,-11.553328121540584
Naive Fed (K=1.00),1.0,1.3,0.25,-15.053668303999455,0.3065446013690952,-10.439047554607358
Naive Fed (K=1.00),1.0,1.3,0.3,-14.368242956339753,0.355501011269314,-9.260318055197773
Naive Fed (K=1.00),1.0,1.3,0.35,-13.328858560369907,0.4010012074389163,-7.9839701838790385
Naive Fed (K=1.00),1.0,1.3,0.4,-11.791439161574127,0.44328919088565677,-6.564421636262485
Naive Fed (K=1.00),1.0,1.3,0.45,-9.543174241718633,0.48259173668844835,-4.937717210887172
Naive Fed (K=1.00),1.0,1.3,0.5,-6.264455753975568,0.5191196101096529,-3.0124539254225993
Naive Fed (K=1.00),1.0,1.3,0.55,-1.4670850155171267,0.5530686968525471,-0.6556862178131706
Naive Fed (K=1.00),1.0,1.3,0.6,5.608277863883229,0.5846210535251231,2.329560550638189
Naive Fed (K=1.00),1.0,1.3,0.65,16.167206746178326,0.6139458839434796,6.241416709498887
Naive Fed (K=1.00),1.0,1.3,0.7,32.171561324357846,0.6412004465103638,11.543141838244045
Naive Fed (K=1.00),1.0,1.3,0.75,56.914806509300895,0.6665308975348045,18.979329443636832
Naive Fed (K=1.00),1.0,1.3,0.8,96.15587670387207,0.6900730750152533,29.801295186043514
Naive Fed (K=1.00),1.0,1.3,0.85,160.53702124418183,0.7119532270893789,46.2421709020704
Naive Fed (K=1.00),1.0,1.3,0.9,271.3142321568298,0.732288689056924,72.63388876821897
Naive Fed (K=1.00),1.0,1.3,0.95,476.10489386361496,0.7511885126062537,118.46036679764774
Naive Fed (K=1.00),1.0,1.4,0.0,-16.997975104021933,0.0,-16.997975104021933
Naive Fed (K=1.00),1.0,1.4,0.05,-17.067558310395707,0.08140553227769876,-15.678164641457284
Naive Fed (K=1.00),1.0,1.4,0.1,-17.05751767502057,0.1561842038699821,-14.393402856949335
Naive Fed (K=1.00),1.0,1.4,0.15,-16.939638117695715,0.22487547789827633,-13.130328900555034
Naive Fed (K=1.00),1.0,1.4,0.2,-16.675427029716264,0.28797490220146404,-11.873322561666074
Naive Fed (K=1.00),1.0,1.4,0.25,-16.21164278892249,0.34593768428283445,-10.603424624102132
